Game ID,Result
4909686,1774.85x
4909687,72.3x
4909688,1.18x
4909689,3.34x
4909690,1.3x
4909691,3x
4909692,1.79x
4909693,2.84x
4909694,1.02x
4909695,6.43x
4909696,13.1x
4909697,1.02x
4909698,1.24x
4909699,2.2x
4909700,6.61x
4909701,1.02x
4909702,17.61x
4909703,1.26x
4909704,3.02x
4909705,13.36x
4909706,2.04x
4909707,1.42x
4909708,7.81x
4909709,1.43x
4909710,1.1x
4909711,45.57x
4909712,1.37x
4909713,1.77x
4909714,7.19x
4909715,6.03x
4909716,1.83x
4909717,1.17x
4909718,1.13x
4909719,1.27x
4909720,3.95x
4909721,1.6x
4909722,3.32x
4909723,1.71x
4909724,2.58x
4909725,2.5x
4909726,1.85x
4909727,2.79x
4909728,1.41x
4909729,2.89x
4909730,20.16x
4909731,1.07x
4909732,1.52x
4909733,3.78x
4909734,2.65x
4909735,6.55x
4909736,37.92x
4909737,2.2x
4909738,1.33x
4909739,2.02x
4909740,1.16x
4909741,1.08x
4909742,1.06x
4909743,3.63x
4909744,1.16x
4909745,2.26x
4909746,1.04x
4909747,1.12x
4909748,60.34x
4909749,4.1x
4909750,2.38x
4909751,2.62x
4909752,1.94x
4909753,6.75x
4909754,2.41x
4909755,1.42x
4909756,1.5x
4909757,3.37x
4909758,6.56x
4909759,1.19x
4909760,1.26x
4909761,2.96x
4909762,1.03x
4909763,10.98x
4909764,2.74x
4909765,7.06x
4909766,3.12x
4909767,8.33x
4909768,9.54x
4909769,1.72x
4909770,6.83x
4909771,1.49x
4909772,3.62x
4909773,2.7x
4909774,1.22x
4909775,2.16x
4909776,2.87x
4909777,1.07x
4909778,5.39x
4909779,3.82x
4909780,1.23x
4909781,6.48x
4909782,1.61x
4909783,64.09x
4909784,3.83x
4909785,1.29x
4909786,4.06x
4909787,1.83x
4909788,1.46x
4909789,1056.97x
4909790,1.23x
4909791,2.57x
4909792,12.98x
4909793,1.94x
4909794,21.89x
4909795,1.01x
4909796,3.16x
4909797,1.39x
4909798,1.17x
4909799,3.24x
4909800,2.27x
4909801,2.49x
4909802,1.44x
4909803,1.31x
4909804,1.45x
4909805,1.36x
4909806,12.28x
4909807,1.49x
4909808,2.81x
4909809,1.26x
4909810,1.17x
4909811,1.5x
4909812,4.01x
4909813,3.68x
4909814,3.21x
4909815,36.45x
4909816,1.15x
4909817,5.54x
4909818,1.17x
4909819,1.61x
4909820,18.86x
4909821,14.58x
4909822,13.86x
4909823,3.42x
4909824,1.01x
4909825,1.4x
4909826,2.4x
4909827,2.16x
4909828,2.84x
4909829,1.51x
4909830,1.6x
4909831,5.95x
4909832,1.06x
4909833,22.44x
4909834,1.62x
4909835,2.54x
4909836,1.76x
4909837,1x
4909838,1.45x
4909839,2.37x
4909840,6.41x
4909841,1.39x
4909842,1.61x
4909843,2.46x
4909844,1.89x
4909845,1.48x
4909846,1.06x
4909847,2.16x
4909848,3.64x
4909849,1.27x
4909850,7.42x
4909851,1.1x
4909852,1.94x
4909853,1.05x
4909854,1.31x
4909855,1.29x
4909856,5.19x
4909857,1.17x
4909858,3.2x
4909859,1.03x
4909860,1.65x
4909861,1.07x
4909862,1.74x
4909863,1.59x
4909864,5.69x
4909865,1x
4909866,3.01x
4909867,2.99x
4909868,1x
4909869,2.3x
4909870,3.45x
4909871,1.29x
4909872,4.62x
4909873,1.07x
4909874,1.13x
4909875,1.4x
4909876,3.05x
4909877,2.39x
4909878,3.84x
4909879,1.07x
4909880,7.03x
4909881,1.02x
4909882,1.38x
4909883,7.97x
4909884,1.07x
4909885,1.77x
4909886,1.65x
4909887,1.46x
4909888,9.47x
4909889,4.94x
4909890,1.46x
4909891,1.08x
4909892,1.03x
4909893,6.8x
4909894,2.11x
4909895,1x
4909896,1.33x
4909897,3.71x
4909898,1x
4909899,1.86x
4909900,2.5x
4909901,2.03x
4909902,1.22x
4909903,155.89x
4909904,2.55x
4909905,4.84x
4909906,1.11x
4909907,4.47x
4909908,1.75x
4909909,1.43x
4909910,1.39x
4909911,1.38x
4909912,1.28x
4909913,1.56x
4909914,1.4x
4909915,15.34x
4909916,2.36x
4909917,16.99x
4909918,2.33x
4909919,2.12x
4909920,6.13x
4909921,3.39x
4909922,2.76x
4909923,2.01x
4909924,6.18x
4909925,2.36x
4909926,1.08x
4909927,1.17x
4909928,2.89x
4909929,1.19x
4909930,2.37x
4909931,5.6x
4909932,1.44x
4909933,4.14x
4909934,15.18x
4909935,2.08x
4909936,4.48x
4909937,1.37x
4909938,1.68x
4909939,1.68x
4909940,1.11x
4909941,1x
4909942,39.64x
4909943,1.76x
4909944,1.64x
4909945,1.04x
4909946,2.88x
4909947,2.02x
4909948,3.21x
4909949,1x
4909950,2.08x
4909951,1.68x
4909952,3.55x
4909953,9x
4909954,3.59x
4909955,97.91x
4909956,1.92x
4909957,1.68x
4909958,1.48x
4909959,24.67x
4909960,2x
4909961,1.39x
4909962,2.99x
4909963,1.95x
4909964,1.64x
4909965,7.51x
4909966,1.21x
4909967,1.66x
4909968,5.52x
4909969,1.98x
4909970,1.77x
4909971,1.19x
4909972,11.32x
4909973,2.89x
4909974,1.49x
4909975,2.85x
4909976,1.6x
4909977,1.45x
4909978,2.61x
4909979,1.13x
4909980,1.83x
4909981,1.31x
4909982,1.26x
4909983,9.93x
4909984,3.35x
4909985,3.11x
4909986,7.73x
4909987,1.17x
4909988,9.46x
4909989,1.95x
4909990,1.07x
4909991,2.62x
4909992,1.24x
4909993,1.46x
4909994,2.32x
4909995,1.35x
4909996,14.03x
4909997,2.83x
4909998,1.19x
4909999,1.18x
4910000,3.14x
4910001,3.35x
4910002,6.02x
4910003,14.15x
4910004,1.78x
4910005,33.98x
4910006,1.61x
4910007,2.26x
4910008,16.67x
4910009,1.66x
4910010,4.93x
4910011,1.64x
4910012,259.01x
4910013,1.67x
4910014,4.23x
4910015,1.09x
4910016,1x
4910017,3.74x
4910018,8.18x
4910019,1.11x
4910020,1.2x
4910021,13.23x
4910022,6.41x
4910023,3.49x
4910024,37.55x
4910025,1.18x
4910026,4.01x
4910027,3.79x
4910028,1.16x
4910029,1.21x
4910030,1.8x
4910031,2.4x
4910032,2.3x
4910033,1.65x
4910034,1.05x
4910035,1.25x
4910036,1.6x
4910037,2.5x
4910038,1.3x
4910039,1.02x
4910040,2.7x
4910041,1.48x
4910042,1.44x
4910043,1.46x
4910044,1.51x
4910045,2.04x
4910046,1.13x
4910047,1.57x
4910048,1.61x
4910049,6.65x
4910050,5.12x
4910051,2.2x
4910052,1.01x
4910053,9.92x
4910054,1.55x
4910055,24.4x
4910056,532.15x
4910057,17.48x
4910058,1.09x
4910059,1.1x
4910060,2.98x
4910061,1.29x
4910062,40.34x
4910063,2.57x
4910064,1.17x
4910065,1.07x
4910066,1.8x
4910067,9.5x
4910068,4.1x
4910069,1.55x
4910070,2.69x
4910071,1.98x
4910072,59.61x
4910073,1.01x
4910074,1.3x
4910075,1.36x
4910076,9.58x
4910077,1.54x
4910078,1.07x
4910079,1.34x
4910080,1x
4910081,1.99x
4910082,2.54x
4910083,6.37x
4910084,1.21x
4910085,1.16x
4910086,2.37x
4910087,2.67x
4910088,1.08x
4910089,1.31x
4910090,6.96x
4910091,10.68x
4910092,11.17x
4910093,1.04x
4910094,1.22x
4910095,2.36x
4910096,2.03x
4910097,4.62x
4910098,1.17x
4910099,1.22x
4910100,1.52x
4910101,1.33x
4910102,1.79x
4910103,2.57x
4910104,3.65x
4910105,2.56x
4910106,1.37x
4910107,1.21x
4910108,5.68x
4910109,5.18x
4910110,2.92x
4910111,1.2x
4910112,3.25x
4910113,1.36x
4910114,1.95x
4910115,1x
4910116,1.32x
4910117,2.21x
4910118,2.18x
4910119,71.86x
4910120,1.09x
4910121,9.03x
4910122,3.22x
4910123,24.28x
4910124,1.47x
4910125,2.03x
4910126,1.43x
4910127,7.77x
4910128,1.45x
4910129,1.32x
4910130,7.17x
4910131,1.64x
4910132,6.43x
4910133,2.67x
4910134,2.29x
4910135,3.01x
4910136,2.8x
4910137,15.29x
4910138,2.55x
4910139,3.31x
4910140,4.81x
4910141,3.23x
4910142,1.15x
4910143,2.2x
4910144,1.68x
4910145,1.09x
4910146,1.12x
4910147,5.09x
4910148,14.64x
4910149,1.4x
4910150,4.04x
4910151,2.4x
4910152,5.14x
4910153,2.3x
4910154,3.94x
4910155,1.07x
4910156,1.28x
4910157,21.98x
4910158,1.27x
4910159,3.49x
4910160,1.71x
4910161,3.16x
4910162,1.6x
4910163,7.52x
4910164,1.49x
4910165,2.01x
4910166,1.19x
4910167,65.8x
4910168,1.95x
4910169,1.04x
4910170,2.52x
4910171,2.05x
4910172,1.3x
4910173,2.58x
4910174,1.29x
4910175,1.3x
4910176,1.28x
4910177,1.04x
4910178,1.27x
4910179,9.76x
4910180,1.1x
4910181,9.07x
4910182,1.71x
4910183,1.28x
4910184,9.78x
4910185,1.93x
4910186,1.5x
4910187,1x
4910188,1.41x
4910189,12.58x
4910190,1.34x
4910191,1.03x
4910192,96.17x
4910193,1.11x
4910194,3.12x
4910195,2.3x
4910196,2.07x
4910197,2.11x
4910198,7.43x
4910199,2.45x
4910200,1.44x
4910201,1.98x
4910202,1.12x
4910203,1x
4910204,2.86x
4910205,1.35x
4910206,1.21x
4910207,2.25x
4910208,1.45x
4910209,40.69x
4910210,2.31x
4910211,2.1x
4910212,1.83x
4910213,2.63x
4910214,1.16x
4910215,2.07x
4910216,1.44x
4910217,3.63x
4910218,1.49x
4910219,1.15x
4910220,1.15x
4910221,5.29x
4910222,1.95x
4910223,1.68x
4910224,1.02x
4910225,1.57x
4910226,1.01x
4910227,1.21x
4910228,16.16x
4910229,4.06x
4910230,9.67x
4910231,4.62x
4910232,1.11x
4910233,1.03x
4910234,2.43x
4910235,1.05x
4910236,8.75x
4910237,1.06x
4910238,1.29x
4910239,1.21x
4910240,2.19x
4910241,1.38x
4910242,24.5x
4910243,1x
4910244,14.38x
4910245,5.26x
4910246,10.11x
4910247,2.71x
4910248,1.2x
4910249,6.72x
4910250,1.32x
4910251,1.38x
4910252,5.78x
4910253,2.76x
4910254,5.04x
4910255,2.34x
4910256,25.89x
4910257,1.37x
4910258,2.21x
4910259,23.47x
4910260,1.77x
4910261,1.08x
4910262,3.11x
4910263,2.36x
4910264,1.13x
4910265,2.1x
4910266,7.72x
4910267,3.79x
4910268,1.05x
4910269,18.38x
4910270,1.9x
4910271,1.05x
4910272,1.03x
4910273,2.91x
4910274,1.04x
4910275,3.16x
4910276,1.95x
4910277,1.14x
4910278,1.04x
4910279,1.02x
4910280,1.03x
4910281,1.16x
4910282,5.54x
4910283,1.78x
4910284,1.5x
4910285,1.81x
4910286,11.65x
4910287,1.04x
4910288,1.57x
4910289,1.05x
4910290,1.63x
4910291,2.92x
4910292,6.38x
4910293,2.17x
4910294,2.12x
4910295,15.84x
4910296,1.3x
4910297,2.02x
4910298,1.59x
4910299,1.62x
4910300,2.03x
4910301,1.38x
4910302,7.7x
4910303,1.14x
4910304,1.21x
4910305,5.27x
4910306,1.31x
4910307,1.4x
4910308,1.15x
4910309,1.32x
4910310,7.99x
4910311,3.52x
4910312,1.38x
4910313,1.67x
4910314,2.96x
4910315,42.63x
4910316,6.85x
4910317,6.57x
4910318,1.22x
4910319,2.08x
4910320,1.24x
4910321,2.74x
4910322,1.6x
4910323,47.84x
4910324,2.22x
4910325,1.26x
4910326,2.21x
4910327,1.37x
4910328,2.29x
4910329,3.39x
4910330,1x
4910331,11.96x
4910332,1.52x
4910333,2.51x
4910334,24.67x
4910335,1.95x
4910336,19.85x
4910337,1.01x
4910338,2.27x
4910339,4.28x
4910340,1.1x
4910341,28.84x
4910342,9.58x
4910343,22.14x
4910344,6.95x
4910345,1.85x
4910346,45.24x
4910347,8.61x
4910348,2.12x
4910349,12.93x
4910350,1.68x
4910351,6.06x
4910352,2.38x
4910353,2.38x
4910354,2.8x
4910355,1.19x
4910356,4.4x
4910357,2.49x
4910358,1.14x
4910359,1.45x
4910360,2.28x
4910361,3.34x
4910362,1.12x
4910363,1.5x
4910364,4.82x
4910365,1.11x
4910366,1.29x
4910367,1.01x
4910368,6.32x
4910369,1.58x
4910370,1.33x
4910371,1x
4910372,7.73x
4910373,14.14x
4910374,1.38x
4910375,8.77x
4910376,6.66x
4910377,1.95x
4910378,3.3x
4910379,5.42x
4910380,9.79x
4910381,2.98x
4910382,6.84x
4910383,13.22x
4910384,7.26x
4910385,2.84x
4910386,1.76x
4910387,1.09x
4910388,1.7x
4910389,1.31x
4910390,13.64x
4910391,2.1x
4910392,3.3x
4910393,12.99x
4910394,1.7x
4910395,2.34x
4910396,1.12x
4910397,1.73x
4910398,1.27x
4910399,1.08x
4910400,1.17x
4910401,1.03x
4910402,6.07x
4910403,7.69x
4910404,1.31x
4910405,7.96x
4910406,1.31x
4910407,46.01x
4910408,1.68x
4910409,1.76x
4910410,4x
4910411,2.51x
4910412,1.44x
4910413,4.76x
4910414,1.41x
4910415,3.77x
4910416,1.65x
4910417,4.51x
4910418,1.15x
4910419,1.55x
4910420,1.52x
4910421,2.16x
4910422,1.05x
4910423,9.81x
4910424,1.05x
4910425,4.52x
4910426,14.04x
4910427,1.22x
4910428,3.35x
4910429,3.54x
4910430,2.79x
4910431,4.18x
4910432,1.19x
4910433,2.52x
4910434,1.18x
4910435,2.56x
4910436,95.77x
4910437,1.34x
4910438,1.31x
4910439,10.34x
4910440,3.28x
4910441,1.46x
4910442,1.56x
4910443,1.43x
4910444,2.87x
4910445,1.06x
4910446,3.62x
4910447,2.22x
4910448,1.53x
4910449,7.95x
4910450,1.64x
4910451,1.79x
4910452,4.66x
4910453,1.6x
4910454,1x
4910455,1.04x
4910456,2.08x
4910457,1.57x
4910458,3.07x
4910459,28.82x
4910460,1.76x
4910461,2.94x
4910462,1x
4910463,1.15x
4910464,4.02x
4910465,1.33x
4910466,1.22x
4910467,3.82x
4910468,2.4x
4910469,3.02x
4910470,1.02x
4910471,2.16x
4910472,1.31x
4910473,1.82x
4910474,4.27x
4910475,4.07x
4910476,1.05x
4910477,1.05x
4910478,1.57x
4910479,4.46x
4910480,1.2x
4910481,2.03x
4911467,8.49x
4911468,1.12x
4911469,15.08x
4911470,2.01x
4911471,1.18x
4911472,1.16x
4911473,1.91x
4911474,3.38x
4911475,1.43x
4911476,3.22x
4911477,2.63x
4911478,1.89x
4911479,218.79x
4911480,1.68x
4911481,1.04x
4911482,1.18x
4911483,1.03x
4911484,7.22x
4911485,4.38x
4911486,1.19x
4911487,14157.21x
4911488,2.21x
4911489,1.61x
4911490,1.04x
4911491,1.21x
4911492,1.14x
4911493,1.18x
4911494,4.36x
4911495,9.34x
4911496,1.01x
4911497,2.55x
4911498,2.74x
4911499,3.24x
4911500,1.08x
4911501,1.59x
4911502,3.58x
4911503,1.11x
4911504,2.15x
4911505,1.38x
4911506,5.51x
4911507,7.36x
4911508,1.59x
4911509,2.55x
4911510,1.05x
4911511,1.62x
4911512,6.19x
4911513,22.32x
4911514,1.45x
4911515,2.93x
4911516,14.13x
4911517,1.28x
4911518,2.07x
4911519,2.58x
4911520,1.02x
4911521,1.51x
4911522,1.88x
4911523,1.1x
4911524,2.59x
4911525,2.12x
4911526,2.87x
4911527,13.98x
4911528,44.35x
4911529,1.99x
4911530,1.72x
4911531,1x
4911532,1.15x
4911533,2.26x
4911534,25.05x
4911535,1.04x
4911536,3.37x
4911537,3.75x
4911538,1.02x
4911539,8.77x
4911540,1.14x
4911541,3.27x
4911542,1.01x
4911543,1.12x
4911544,1.03x
4911545,17.91x
4911546,6.08x
4911547,25.42x
4911548,1.64x
4911549,14.74x
4911550,1.05x
4911551,1.27x
4911552,1.02x
4911553,5.21x
4911554,1.31x
4911555,1.11x
4911556,20.1x
4911557,2.28x
4911558,1.46x
4911559,1.85x
4911560,4.89x
4911561,1.22x
4911562,18.46x
4911563,1.04x
4911564,1.39x
4911565,12.72x
4911566,3.5x
4911567,3.69x
4911568,2.12x
4911569,2.17x
4911570,7.47x
4911571,1.93x
4911572,19.76x
4911573,1.22x
4911574,1.05x
4911575,2.05x
4911576,3.54x
4911577,5.02x
4911578,6.07x
4911579,1.06x
4911580,2.12x
4911581,9.53x
4911582,1.22x
4911583,1.45x
4911584,1.25x
4911585,1.41x
4911586,2.17x
4911587,1.17x
4911588,1.64x
4911589,2.61x
4911590,4.44x
4911591,1.58x
4911592,5.89x
4911593,18.42x
4911594,1x
4911595,1.93x
4911596,13.32x
4911597,2.91x
4911598,7.96x
4911599,2.15x
4911600,2.87x
4911601,4.1x
4911602,2.11x
4911603,3.53x
4911604,1.1x
4911605,1.11x
4911606,5.82x
4911607,6.45x
4911608,2.87x
4911609,2x
4911610,1.79x
4911611,3.6x
4911612,25.42x
4911613,2x
4911614,6.88x
4911615,2.71x
4911616,4.23x
4911617,1.26x
4911618,2.94x
4911619,6.86x
4911620,76.29x
4911621,1.1x
4911622,2.05x
4911623,1.11x
4911624,1.36x
4911625,1.02x
4911626,1.07x
4911627,9.82x
4911628,1.09x
4911629,1.27x
4911630,1.4x
4911631,2.77x
4911632,1.91x
4911633,1.13x
4911634,1.8x
4911635,1.07x
4911636,1.18x
4911637,4.46x
4911638,1.2x
4911639,1.03x
4911640,2.3x
4911641,1.35x
4911642,5.21x
4911643,5.31x
4911644,2.84x
4911645,154.77x
4911646,1.86x
4911647,4.87x
4911648,2.95x
4911649,1.81x
4911650,1.37x
4911651,6.72x
4911652,2.31x
4911653,4.06x
4911654,1.9x
4911655,1.35x
4911656,2.08x
4911657,5.78x
4911658,1x
4911659,3.4x
4911660,1.23x
4911661,3.51x
4911662,1.19x
4911663,1.77x
4911664,1.04x
4911665,1.02x
4911666,4.3x
4911667,2.19x
4911668,3.97x
4911669,1.12x
4911670,1.31x
4911671,1.04x
4911672,1.45x
4911673,3.44x
4911674,2.41x
4911675,5.99x
4911676,1.81x
4911677,3.59x
4911678,2.54x
4911679,3.85x
4911680,5.77x
4911681,2.63x
4911682,4.76x
4911683,1.55x
4911684,2.33x
4911685,1.23x
4911686,1.93x
4911687,4.3x
4911688,1.56x
4911689,8.7x
4911690,1.88x
4911691,1.84x
4911692,2.46x
4911693,1.59x
4911694,1.1x
4911695,1.25x
4911696,1.12x
4911697,3.72x
4911698,1.61x
4911699,2.08x
4911700,2.51x
4911701,1.07x
4911702,1.74x
4911703,2.74x
4911704,1.34x
4911705,1.64x
4911706,1.51x
4911707,4.02x
4911708,3.59x
4911709,2.54x
4911710,2.77x
4911711,1.79x
4911712,4.58x
4911713,1.75x
4911714,1.28x
4911715,1.02x
4911716,1.51x
4911717,3.8x
4911718,55.28x
4911719,12x
4911720,1.94x
4911721,2.22x
4911722,1.04x
4911723,2.11x
4911724,1.01x
4911725,5.96x
4911726,1.66x
4911727,9.43x
4911728,1.36x
4911729,2.07x
4911730,27.63x
4911731,1.85x
4911732,9.45x
4911733,4x
4911734,1.13x
4911735,2.66x
4911736,36.34x
4911737,7.37x
4911738,1.34x
4911739,3.56x
4911740,301.69x
4911741,1.38x
4911742,5.41x
4911743,1.66x
4911744,5.69x
4911745,3.13x
4911746,10.34x
4911747,8.02x
4911748,1.58x
4911749,58.74x
4911750,9.86x
4911751,29.24x
4911752,1.16x
4911753,1.16x
4911754,1.2x
4911755,2.97x
4911756,4.55x
4911757,1.79x
4911758,1.16x
4911759,2.44x
4911760,1.89x
4911761,2.41x
4911762,3.22x
4911763,1.84x
4911764,1.57x
4911765,19.76x
4911766,1.26x
4911767,1.13x
4911768,3.41x
4911769,31.62x
4911770,1.17x
4911771,3.58x
4911772,2.96x
4911773,7.28x
4911774,2.09x
4911775,1.19x
4911776,4.73x
4911777,3.98x
4911778,1.05x
4911779,1.34x
4911780,1x
4911781,1.14x
4911782,5.96x
4911783,1.04x
4911784,3.61x
4911785,5.36x
4911786,3.77x
4911787,99.57x
4911788,1.09x
4911789,1x
4911790,5.81x
4911791,3.61x
4911792,4.15x
4911793,11.39x
4911794,1.18x
4911795,3.04x
4911796,1.66x
4911797,2.72x
4911798,2.41x
4911799,3.51x
4911800,1.29x
4911801,1.71x
4911802,1x
4911803,2.45x
4911804,1.31x
4911805,2.03x
4911806,1.83x
4911807,1.3x
4911808,12.47x
4911809,1.57x
4911810,5.91x
4911811,1.3x
4911812,3.34x
4911813,1.74x
4911814,2.02x
4911815,1.53x
4911816,2.5x
4911817,1.49x
4911818,1.4x
4911819,1.36x
4911820,1.33x
4911821,1.12x
4911822,1.08x
4911823,1.9x
4911824,6.66x
4911825,1.44x
4911826,1.11x
4911827,1.17x
4911828,11.2x
4911829,6.28x
4911830,2.77x
4911831,2.28x
4911832,1.56x
4911833,45.99x
4911834,1.47x
4911835,2.67x
4911836,1.33x
4911837,2.05x
4911838,1.33x
4911839,1.09x
4911840,1.63x
4911841,1.11x
4911842,2.44x
4911843,1.29x
4911844,1.44x
4911845,5.56x
4911846,2.7x
4911847,1.27x
4911848,5.3x
4911849,36.67x
4911850,1.11x
4911851,1.32x
4911852,18.89x
4911853,9.77x
4911854,50x
4911855,12.68x
4911856,2.6x
4911857,1.21x
4911858,24.26x
4911859,1.13x
4911860,1.39x
4911861,3.05x
4911862,1.01x
4911863,1.63x
4911864,5.69x
4911865,1.57x
4911866,3.23x
4911867,1.48x
4911868,2.41x
4911869,2.54x
4911870,1.59x
4911871,2.51x
4911872,2.57x
4911873,1.31x
4911874,4.44x
4911875,5.89x
4911876,2.42x
4911877,1.19x
4911878,3.82x
4911879,1.04x
4911880,3.9x
4911881,1.51x
4911882,2.93x
4911883,2.48x
4911884,5.99x
4911885,1.35x
4911886,5.17x
4911887,3.28x
4911888,1.37x
4911889,1.2x
4911890,3.42x
4911891,1.65x
4911892,1.02x
4911893,2.86x
4911894,1.04x
4911895,1.18x
4911896,6.06x
4911897,1.34x
4911898,605.28x
4911899,18.5x
4911900,6.12x
4911901,1.09x
4911902,1.29x
4911903,1.71x
4911904,1.08x
4911905,1.25x
4911906,4.33x
4911907,1.26x
4911908,23.62x
4911909,2.55x
4911910,10.23x
4911911,1.33x
4911912,1.04x
4911913,2.17x
4911914,1.26x
4911915,6.41x
4911916,7.81x
4911917,19.46x
4911918,5.53x
4911919,1.21x
4911920,1.72x
4911921,1.01x
4911922,1.18x
4911923,1.43x
4911924,1.62x
4911925,2.62x
4911926,1.98x
4911927,7.33x
4911928,1.08x
4911929,2.23x
4911930,1.53x
4911931,2.11x
4911932,1.46x
4911933,2.34x
4911934,1.77x
4911935,1.59x
4911936,6.96x
4911937,1.4x
4911938,11.67x
4911939,5.05x
4911940,1.82x
4911941,1.51x
4911942,1.14x
4911943,1.23x
4911944,1.25x
4911945,9.2x
4911946,1.28x
4911947,22.42x
4911948,1.27x
4911949,2.09x
4911950,2.06x
4911951,65.86x
4911952,3.18x
4911953,2.84x
4911954,2.54x
4911955,4.1x
4911956,63.4x
4911957,1.26x
4911958,11.48x
4911959,1.93x
4911960,9.55x
4911961,4.64x
4911962,11.24x
4911963,1.44x
4911964,1.08x
4911965,1.36x
4911966,1.56x
4911967,1.02x
4911968,1.07x
4911969,1.45x
4911970,9.26x
4911971,4.06x
4911972,2.25x
4911973,2.36x
4911974,1.74x
4911975,3.96x
4911976,1.3x
4911977,6.77x
4911978,1.12x
4911979,2.21x
4911980,1.76x
4911981,2.74x
4911982,1.89x
4911983,1.18x
4911984,4.84x
4911985,1.54x
4911986,2.9x
4911987,1.05x
4911988,5.39x
4911989,4.28x
4911990,2.31x
4911991,2.03x
4911992,1.34x
4911993,3.69x
4911994,1.7x
4911995,1.5x
4911996,2.01x
4911997,1.88x
4911998,1.84x
4911999,1.26x
4912000,1.03x
4912001,1.81x
4912002,1.46x
4912003,1.12x
4912004,1.93x
4912005,1.11x
4912006,2x
4912007,10.66x
4912008,18.98x
4912009,2.65x
4912010,1.25x
4912011,13.75x
4912012,1.69x
4912013,1.52x
4912014,1.1x
4912015,1.57x
4912016,1.69x
4912017,1.23x
4912018,1.96x
4912019,1.02x
4912020,218.71x
4912021,1.61x
4912022,2.34x
4912023,5.1x
4912024,1.14x
4912025,8.01x
4912026,1.63x
4912027,6.49x
4912028,1.17x
4912029,499.87x
4912030,3.52x
4912031,1.65x
4912032,2.11x
4912033,6.82x
4912034,1.33x
4912035,3.39x
4912036,4.09x
4912037,1.42x
4912038,1.05x
4912039,4.06x
4912040,61.9x
4912041,1x
4912042,5.09x
4912043,2.41x
4912044,3.81x
4912045,2.22x
4912046,2.33x
4912047,2.77x
4912048,1.07x
4912049,7.95x
4912050,1.62x
4912051,1.56x
4912052,3.4x
4912053,2x
4912054,2.66x
4912055,14.5x
4912056,2.64x
4912057,1.09x
4912058,6.98x
4912059,1.69x
4912060,3.2x
4912061,1.05x
4912062,1.56x
4912063,2.87x
4912064,1.47x
4912065,20.6x
4912066,3.47x
4912067,1.45x
4912068,1.15x
4912069,1.9x
4912070,1.18x
4912071,1.97x
4912072,6.3x
4912073,1.32x
4912074,1.03x
4912075,16.22x
4912076,2.98x
4917682,1.52x
4917683,1.4x
4917684,1.46x
4917685,5.39x
4917686,2.66x
4917687,2.04x
4917688,1.63x
4917689,1.37x
4917690,4.18x
4917691,1.2x
4917692,4.49x
4917693,2.39x
4917694,15.38x
4917695,1x
4917696,1.16x
4917697,1.63x
4917698,1.22x
4917699,1.12x
4917700,1.02x
4917701,1.51x
4917702,1.43x
4917703,2.75x
4917704,8.81x
4917705,19.53x
4917706,3.36x
4917707,1.21x
4917708,1.9x
4917709,18.15x
4917710,1.63x
4917711,9.37x
4917712,1.46x
4917713,1.31x
4917714,5.26x
4917715,3.13x
4917716,30.11x
4917717,3.18x
4917718,1.15x
4917719,1.55x
4917720,4.33x
4917721,7.25x
4917722,7.45x
4917723,2.56x
4917724,4.46x
4917725,1.03x
4917726,4.64x
4917727,3.92x
4917728,7.48x
4917729,2.29x
4917730,51.16x
4917731,1.67x
4917732,3.99x
4917733,1.28x
4917734,1.14x
4917735,395.63x
4917736,3.07x
4917737,1.49x
4917738,2.1x
4917739,1.5x
4917740,10.09x
4917741,2.68x
4917742,1.85x
4917743,6.3x
4917744,1.94x
4917745,2.51x
4917746,1.17x
4917747,18.77x
4917748,1.2x
4917749,2.61x
4917750,1.92x
4917751,1.21x
4917752,1.15x
4917753,1.12x
4917754,1.13x
4917755,1.3x
4917756,4.79x
4917757,1.03x
4917758,1.87x
4917759,8.15x
4917760,1.11x
4917761,2.41x
4917762,1.54x
4917763,1.5x
4917764,1.17x
4917765,2.78x
4917766,1.25x
4917767,1.13x
4917768,2.92x
4917769,2.36x
4917770,1.78x
4917771,162.03x
4917772,1.52x
4917773,1.5x
4917774,2.09x
4917775,5.81x
4917776,4.67x
4917777,1.54x
4917778,1.87x
4917779,2.5x
4917780,2.97x
4917781,2.78x
4917782,2.1x
4917783,1.08x
4917784,39.53x
4917785,1.17x
4917786,8.99x
4917787,9.22x
4917788,1.11x
4917789,1.95x
4917790,1.58x
4917791,2.02x
4917792,1.23x
4917793,3.31x
4917794,1.34x
4917795,4.39x
4917796,5.62x
4917797,3.97x
4917798,5.28x
4917799,12.07x
4917800,1x
4917801,1.29x
4917802,1.07x
4917803,2.07x
4917804,2.09x
4917805,2.4x
4917806,5.69x
4917807,4.33x
4917808,1.73x
4917809,1.87x
4917810,1.85x
4917811,1.23x
4917812,12.61x
4917813,32.35x
4917814,2.58x
4917815,1.65x
4917816,8.41x
4917817,4.42x
4917818,3.14x
4917819,2.03x
4917820,31.72x
4917821,1.15x
4917822,1.79x
4917823,106.53x
4917824,2.18x
4917825,4.3x
4917826,1.09x
4917827,5.84x
4917828,1.51x
4917829,1.86x
4917830,1.13x
4917831,1.85x
4917832,2.85x
4917833,9.68x
4917834,1.92x
4917835,7.88x
4917836,13.54x
4917837,6.03x
