Game ID,Result
4906557,12.61x
4906558,7x
4906559,1.91x
4906560,1.01x
4906561,2.12x
4906562,13.8x
4906563,1.21x
4906564,1.3x
4906565,1.02x
4906566,1.8x
4906567,1.01x
4906568,1.19x
4906569,1.9x
4906570,1.23x
4906571,1.51x
4906572,1.72x
4906573,1.14x
4906574,7.44x
4906575,6.54x
4906576,21.3x
4906577,1.55x
4906578,2.7x
4906579,1.19x
4906580,8.05x
4906581,5.94x
4906582,1.25x
4906583,2.3x
4906584,2.35x
4906585,2.68x
4906586,1.57x
4906587,2.82x
4906588,1.07x
4906589,4.08x
4906590,2.53x
4906591,2.63x
4906592,1.07x
4906593,2.39x
4906594,1.04x
4906595,1.01x
4906596,11.55x
4906597,1x
4906598,3.86x
4906599,4.9x
4906600,24.99x
4906601,2.99x
4906602,8.85x
4906603,1.04x
4906604,1.35x
4906605,3.49x
4906606,1.07x
4906607,3.86x
4906608,1.04x
4906609,1x
4906610,1.05x
4906611,1.6x
4906612,2.55x
4906613,1.55x
4906614,3.76x
4906615,1.31x
4906616,1x
4906617,1.4x
4906618,6.87x
4906619,1.22x
4906620,3.47x
4906621,3.29x
4906622,4.33x
4906623,3.98x
4906624,1.77x
4906625,1.53x
4906626,2.46x
4906627,2.85x
4906628,2.06x
4906629,3.51x
4906630,1.87x
4906631,1.19x
4906632,1.73x
4906633,1.41x
4906634,1.19x
4906635,1.97x
4906636,80.07x
4906637,17.47x
4906638,1.56x
4906639,3.98x
4906640,15.56x
4906641,1.13x
4906642,1.76x
4906643,1.81x
4906644,1.17x
4906645,259.06x
4906646,3.1x
4906647,3.7x
4906648,1.65x
4906649,1.79x
4906650,2.83x
4906651,3.26x
4906652,2.26x
4906653,1.56x
4906654,1.48x
4906655,4.45x
4906656,2.95x
4906657,1.84x
4906658,2.11x
4906659,5.78x
4906660,5.65x
4906661,2.07x
4906662,1.24x
4906663,1.04x
4906664,1.27x
4906665,1.07x
4906666,5.45x
4906667,4.3x
4906668,22.42x
4906669,9.64x
4906670,1.14x
4906671,1.41x
4906672,4.07x
4906673,9.31x
4906674,1.88x
4906675,2.14x
4906676,1.18x
4906677,1x
4906678,8.24x
4906679,9.95x
4906680,1.38x
4906681,1.95x
4906682,9.1x
4906683,1.68x
4906684,1.54x
4906685,1.84x
4906686,9.09x
4906687,3.66x
4906688,1.34x
4906689,1.53x
4906690,1.93x
4906691,1.97x
4906692,4.6x
4906693,1.12x
4906694,2.14x
4906695,4.25x
4906696,3.03x
4906697,1.58x
4906698,1.23x
4906699,3.07x
4906700,7.06x
4906701,1.95x
4906702,1.14x
4906703,2.84x
4906704,1.27x
4906705,3.69x
4906706,2.82x
4906707,4.89x
4906708,1.3x
4906709,2.25x
4906710,14.31x
4906711,1.38x
4906712,2.46x
4906713,5.56x
4906714,15.37x
4906715,2.63x
4906716,3.96x
4906717,1.07x
4906718,134.19x
4906719,2.65x
4906720,1.23x
4906721,4.51x
4906722,22.28x
4906723,6.43x
4906724,26.13x
4906725,4.38x
4906726,1.14x
4906727,3.65x
4906728,1x
4906729,16.38x
4906730,1.05x
4906731,2.03x
4906732,23.04x
4906733,1.16x
4906734,1.27x
4906735,13.06x
4906736,4.17x
4906737,1.98x
4906738,1.96x
4906739,2.85x
4906740,1.17x
4906741,1.12x
4906742,2.32x
4906743,1.01x
4906744,1.36x
4906745,1.16x
4906746,3.11x
4906747,1.05x
4906748,1.38x
4906749,6.64x
4906750,3.97x
4906751,1.97x
4906752,1.69x
4906753,1.12x
4906754,2.82x
4906755,1.88x
4906756,2.17x
4906757,1.41x
4906758,1.34x
4906759,3.78x
4906760,2.57x
4906761,3.66x
4906762,14.82x
4906763,1.53x
4906764,3.39x
4906765,1.79x
4906766,1.82x
4906767,6.02x
4906768,1.09x
4906769,1.15x
4906770,1.13x
4906771,1.58x
4906772,1.14x
4906773,2.54x
4906774,8.71x
4906775,2.38x
4906776,1.09x
4906777,2.55x
4906778,2.39x
4906779,4.59x
4906780,1.2x
4906781,1.26x
4906782,2.07x
4906783,2.8x
4906784,1x
4906785,1.37x
4906786,1.62x
4906787,1.71x
4906788,2.92x
4906789,6.16x
4906790,2.05x
4906791,1.35x
4906792,2.12x
4906793,9.4x
4906794,1.29x
4906795,15.41x
4906796,2.53x
4906797,4.35x
4906798,1.5x
4906799,24.18x
4906800,10.36x
4906801,1.76x
4906802,1.87x
4906803,2.56x
4906804,1.84x
4906805,12.26x
4906806,1.24x
4906807,1.99x
4906808,1.32x
4906809,10.72x
4906810,64.32x
4906811,1.15x
4906812,1.69x
4906813,3.59x
4906814,1.68x
4906815,3.43x
4906816,2.55x
4906817,20.05x
4906818,12.34x
4906819,1.34x
4906820,7.11x
4906821,1.51x
4906822,4.73x
4906823,5.94x
4906824,2.74x
4906825,2.03x
4906826,1.37x
4906827,52.14x
4906828,1.17x
4906829,6.62x
4906830,1.77x
4906831,1.05x
4906832,1.06x
4906833,1.26x
4906834,1.72x
4906835,3.22x
4906836,1.19x
4906837,1.24x
4906838,1.54x
4906839,2.61x
4906840,5.78x
4906841,1.18x
4906842,2.5x
4906843,1.6x
4906844,11.43x
4906845,4.59x
4906846,1.12x
4906847,3x
4906848,1.27x
4906849,2.87x
4906850,1.94x
4906851,1.56x
4906852,5.61x
4906853,10.77x
4906854,2.58x
4906855,2.5x
4906856,1.75x
4906857,1.45x
4906858,1.06x
4906859,1x
4906860,1.37x
4906861,1.05x
4906862,3.37x
4906863,1.02x
4906864,1.37x
4906865,1.13x
4906866,1.6x
4906867,2.12x
4906868,1.97x
4906869,1.07x
4906870,1.42x
4906871,1.2x
4906872,1.63x
4906873,11.51x
4906874,23.22x
4906875,1.88x
4906876,11.2x
4906877,5.25x
4906878,1.52x
4906879,2.83x
4906880,2.07x
4906881,6.36x
4906882,2.5x
4906883,1.52x
4906884,6.48x
4906885,1x
4906886,3.33x
4906887,2.98x
4906888,4.79x
4906889,11.86x
4906890,1.76x
4906891,3.68x
4906892,1.49x
4906893,1.15x
4906894,1.03x
4906895,4.46x
4906896,1.26x
4906897,2.95x
4906898,3.68x
4906899,1.19x
4906900,3.66x
4906901,1.35x
4906902,7.05x
4906903,4.96x
4906904,4.44x
4906905,1.8x
4906906,2.97x
4906907,6.23x
4906908,1x
4906909,1.07x
4906910,1.15x
4906911,1.59x
4906912,1.94x
4906913,1.25x
4906914,1.16x
4906915,2.84x
4906916,1.47x
4906917,1.08x
4906918,1.76x
4906919,1.66x
4906920,6.25x
4906921,1.51x
4906922,1.56x
4906923,5.85x
4906924,1.07x
4906925,676.25x
4906926,1.23x
4906927,1.05x
4906928,1.05x
4906929,1.19x
4906930,2.02x
4906931,1.38x
4906932,7.33x
4906933,2.03x
4906934,1.49x
4906935,1.56x
4906936,1.07x
4906937,2.09x
4906938,2.74x
4906939,11.15x
4906940,1.16x
4906941,109963.34x
4906942,3.44x
4906943,11.01x
4906944,6.71x
4906945,1.97x
4906946,2.07x
4906947,89.84x
4906948,2.25x
4906949,1.16x
4906950,4.06x
4906951,3.47x
4906952,4.35x
4906953,22.74x
4906954,2.83x
4906955,5.82x
4906956,3.59x
4906957,1.64x
4906958,4.74x
4906959,1.34x
4906960,41.38x
4906961,2.21x
4906962,1.31x
4906963,3.11x
4906964,2.63x
4906965,1.27x
4906966,10.89x
4906967,1.11x
4906968,9.67x
4906969,2.44x
4906970,1.4x
4906971,1.07x
4906972,123.65x
4906973,4.43x
4906974,7.62x
4906975,1.28x
4906976,5.9x
4906977,1.7x
4906978,28.79x
4906979,3.61x
4906980,1.48x
4906981,1.49x
4906982,8.5x
4906983,3.44x
4906984,2.67x
4906985,8.03x
4906986,2.28x
4906987,1.06x
4906988,9.6x
4906989,2x
4906990,1.01x
4906991,3.29x
4906992,1.13x
4906993,5.92x
4906994,5.92x
4906995,1.12x
4906996,17.17x
4906997,2.28x
4906998,1.15x
4906999,1.21x
4907000,2.67x
4907001,3.06x
4907002,1.8x
4907003,1.14x
4907004,2.13x
4907005,5.43x
4907006,1.25x
4907007,2.02x
4907008,1.32x
4907009,1.83x
4907010,2.04x
4907011,5.24x
4907012,1.15x
4907013,8.26x
4907014,1.13x
4907015,1.72x
4907016,2.85x
4907017,1.24x
4907018,1.89x
4907019,1.07x
4907020,1.41x
4907021,1.1x
4907022,2.29x
4907023,3x
4907024,1.86x
4907025,1.34x
4907026,37.56x
4907027,7.4x
4907028,1x
4907029,73.13x
4907030,21.24x
4907031,6.73x
4907032,2.51x
4907033,4.61x
4907034,2.58x
4907035,4.43x
4907036,4.18x
4907037,1.28x
4907038,2.87x
4907039,2.93x
4907040,1.45x
4907041,1.18x
4907042,1.96x
4907043,2.76x
4907044,1.45x
4907045,1.13x
4907046,1.3x
4907047,1.06x
4907048,2.35x
4907049,4.84x
4907050,1.85x
4907051,1.28x
4907052,2.13x
4907053,1.66x
4907054,1.52x
4907055,1.21x
4907056,4.1x
4907057,1.6x
4907058,1.69x
4907059,1.33x
4907060,16.94x
4907061,1.5x
4907062,7.32x
4907063,2.86x
4907064,2.62x
4907065,3.23x
4907066,1x
4907067,1.26x
4907068,1.01x
4907069,1.73x
4907070,1.2x
4907071,35.28x
4907072,1.04x
4907073,1x
4907074,2.95x
4907075,1.46x
4907076,1.27x
4907077,2.03x
4907078,2.25x
4907079,7.47x
4907080,1226.77x
4907081,11.95x
4907082,2.14x
4907083,2.08x
4907084,3.04x
4907085,1.42x
4907086,1.73x
4907087,1.25x
4907088,1.17x
4907089,1.18x
4907090,2.79x
4907091,7.06x
4907092,5.09x
4907093,3.16x
4907094,1.69x
4907095,1.2x
4907096,4.63x
4907097,2.37x
4907098,1.8x
4907099,1.39x
4907100,1.06x
4907101,1.41x
4907102,1.21x
4907103,5.42x
4907104,1.15x
4907105,1.44x
4907106,6.96x
4907107,1x
4907108,2.09x
4907109,27.63x
4907110,2.43x
4907111,8.55x
4907112,1.38x
4907113,10.1x
4907114,1.3x
4907115,4.46x
4907116,1.35x
4907117,2.96x
4907118,9.52x
4907119,3.48x
4907120,12.61x
4907121,28.55x
4907122,7.53x
4907123,1.54x
4907124,2.42x
4907125,1.25x
4907126,5.03x
4907127,5.64x
4907128,1.32x
4907129,28.52x
4907130,1.24x
4907131,1.63x
4907132,3.28x
4907133,1.13x
4907134,2.8x
4907135,1.14x
4907136,2.67x
4907137,1.52x
4907138,3.47x
4907139,1.5x
4907140,11.29x
4907141,3.79x
4907142,3.52x
4907143,1.27x
4907144,3.9x
4907145,222.05x
4907146,2.12x
4907147,11.92x
4907148,1.46x
4907149,1.51x
4907150,2.72x
4907151,42.97x
4907152,4.33x
4907153,1.24x
4907154,1.58x
4907155,29.85x
4907156,1.6x
4907157,1.38x
4907158,2.45x
4907159,2.26x
4907160,2.1x
4907161,3.2x
4907162,1.11x
4907163,1.83x
4907164,1.45x
4907165,1.01x
4907166,3.31x
4907167,1.22x
4907168,1.94x
4907169,1.13x
4907170,1x
4907171,1.14x
4907172,2.23x
4907173,1.9x
4907174,2.19x
4907175,8.5x
4907176,1.28x
4907177,1.05x
4907178,2.9x
4907179,1.01x
4907180,1x
4907181,1.11x
4907182,1.55x
4907183,2x
4907184,2.42x
4907185,1.38x
4907186,1.11x
4907187,4.51x
4907188,1.3x
4907189,13.59x
4907190,3.55x
4907191,26.21x
4907192,2.49x
4907193,2.21x
4907194,1.36x
4907195,3.42x
4907196,1.96x
4907197,11.57x
4907198,1.08x
4907199,2.32x
4907200,1.22x
4907201,2.08x
4907202,3.26x
4907203,2.25x
4907204,1.05x
4907205,1.69x
4907206,165.15x
4907207,1.09x
4907208,1.39x
4907209,2.19x
4907210,1.18x
4907211,3.38x
4907212,4.43x
4907213,5.7x
4907214,3.32x
4907215,1.26x
4907216,33.66x
4907217,1.66x
4907218,1.26x
4907219,6.8x
4907220,3.28x
4907221,7.43x
4907222,1.01x
4907223,1.76x
4907224,1.15x
4907225,3.58x
4907226,1.43x
4907227,1.23x
4907228,7.83x
4907229,6.14x
4907230,1x
4907231,1.33x
4907232,1.9x
4907233,1.19x
4907234,3.12x
4907235,4.2x
4907236,2.44x
4907237,1.07x
4907238,1.03x
4907239,5.62x
4907240,90.69x
4907241,1.74x
4907242,1.33x
4907243,1.01x
4907244,1.6x
4907245,6.7x
4907246,1.35x
4907247,1.32x
4907248,1.44x
4907249,1.01x
4907250,58.66x
4907251,111.51x
4907252,2.65x
4907253,1.79x
4907254,3.82x
4907255,4.5x
4907256,2.5x
4907257,1.7x
4907258,4.85x
4907259,1.69x
4907260,1x
4907261,1.15x
4907262,4.84x
4907263,11.91x
4907264,5.34x
4907265,1.69x
4907266,3.9x
4907267,13.4x
4907268,1.08x
4907269,16.59x
4907270,1.1x
4907271,1.58x
4907272,35.66x
4907273,2.39x
4907274,1.09x
4907275,13.06x
4907276,2.22x
4907277,1.91x
4907278,1.1x
4907279,2.47x
4907280,1.24x
4907281,3.75x
4907282,1x
4907283,42.63x
4907284,2.39x
4907285,2.74x
4907286,1.09x
4907287,4.02x
4907288,2.84x
4907289,1.63x
4907290,3.13x
4907291,1.15x
4907292,1.75x
4907293,1.08x
4907294,1.31x
4907295,24.18x
4907296,1.41x
4907297,4.89x
4907298,1.07x
4907299,1.15x
4907300,1.89x
4907301,4.27x
4907302,1.35x
4907303,1.02x
4907304,3x
4907305,4.36x
4907306,2.36x
4907307,14.45x
4907308,1.3x
4907309,2.85x
4907310,1.29x
4907311,1.13x
4907312,1.06x
4907313,1.4x
4907314,6.38x
4907315,1.17x
4907316,1.19x
4907317,101.71x
4907318,1.15x
4907319,1.53x
4907320,1.07x
4907321,35.47x
4907322,1.17x
4907323,1.02x
4907324,4.26x
4907325,1.26x
4907326,1x
4907327,1.72x
4907328,1.81x
4907329,1.84x
4907330,1.71x
4907331,2.12x
4907332,1.23x
4907333,2.02x
4907334,10.81x
4907335,1.57x
4907336,83.2x
4907337,11.8x
4907338,1.29x
4907339,3.48x
4907340,4.34x
4907341,1.46x
4907342,5.12x
4907343,1.48x
4907344,265x
4907345,1.19x
4907346,7.31x
4907347,1.51x
4907348,5.47x
4907349,3.91x
4907350,1.22x
4907351,1.89x
4907352,1.47x
4907353,116.53x
4907354,4.9x
4907355,10.49x
4907356,3.59x
4907357,1.7x
4907358,1.62x
4907359,1.46x
4907360,16.37x
4907361,1.56x
4907362,1.42x
4907363,1.19x
4907364,1.08x
4907365,25.53x
4907366,3.51x
4907367,1.11x
4907368,1.96x
4907369,1.01x
4907370,1x
4907371,6.12x
4907372,2.04x
4907373,1.59x
4907374,4.75x
4907375,1.96x
4907376,250.37x
4907377,1.55x
4907378,71.14x
4907379,2.04x
4907380,1.44x
4907381,1.31x
4907382,2.52x
4907383,1.57x
4907384,3.26x
4907385,1.97x
4907386,1.06x
4907387,2.59x
4907388,1.56x
4907389,1.92x
4907390,1.1x
4907391,1.86x
4907392,1.76x
4907393,1.05x
4907394,1.32x
4907395,8.37x
4907396,1.02x
4907397,17.71x
4907398,3.39x
4907399,1.04x
4907400,1.15x
4907401,2.18x
4907402,1.35x
4907403,15.9x
4907404,1x
4907405,1.59x
4907406,19.01x
4907407,1.19x
4907408,14.18x
4907409,1.48x
4907410,1.66x
4907411,2.23x
4907412,85.53x
4907413,1x
4907414,2.22x
4907415,1.01x
4907416,1.28x
4907417,1.35x
4907418,101.33x
4907419,1.35x
4907420,4.76x
4907421,13.4x
4907422,1.8x
4907423,1.46x
4907424,1.48x
4907425,1.68x
4907426,5.02x
4907427,1.16x
4907428,1.37x
4907429,1.02x
4907430,1.71x
4907431,2.5x
4907432,3.79x
4907433,1.47x
4907434,1.05x
4907435,1.18x
4907436,11.99x
4907437,1x
4907438,1.68x
4907439,5.21x
4907440,1.02x
4907441,7.51x
4907442,41.96x
4907443,2.3x
4907444,1.05x
4907445,1.06x
4907446,1.42x
4907447,3.49x
4907448,1.34x
4907449,9.06x
4907450,2.25x
4907451,1.1x
4907452,1.77x
4907453,4.69x
4907454,1x
4907455,5.65x
4907456,1.01x
4907457,5.7x
4907458,1.36x
4907459,1.12x
4907460,2.47x
4907461,5.99x
4907462,1.81x
4907463,2.1x
4907464,3.02x
4907465,1x
4907466,2.71x
4907467,37.47x
4907468,1.03x
4907469,1.17x
4907470,2.08x
4907471,2.07x
4907472,2.95x
4907473,1.59x
4907474,4.52x
4907475,14.79x
4907476,1.08x
4907477,3.65x
4907478,2.33x
4907479,1.18x
4907480,1.73x
4907481,2.29x
4907482,1x
4907483,10.37x
4907484,6.5x
4907485,1.34x
4907486,6.56x
4907487,7.47x
4907488,1.42x
4907489,1.57x
4907490,1.58x
4907491,1.82x
4907492,1.37x
4907493,1.78x
4907494,5.11x
4907495,3.62x
4907496,15.05x
4907497,1.78x
4907498,2.77x
4907499,2.66x
4907500,9.24x
4907501,160.56x
4907502,1.07x
4907503,2.15x
4907504,1.07x
4907505,9.23x
4907506,8.69x
4907507,3.15x
4907508,3.47x
4907509,4.58x
4907510,9.8x
4907511,1.6x
4907512,5.01x
4907513,7.24x
4907514,2.5x
4907515,2.09x
4907516,1.33x
4907517,1.26x
4907518,1.27x
4907519,2.43x
4907520,1.41x
4907521,4.13x
4907522,6.85x
4907523,1.62x
4907524,2.25x
4907525,1.67x
4907526,1.16x
4907527,2.25x
4907528,1.63x
4907529,1.23x
4907530,1.44x
4907531,1.05x
4907532,2.38x
4907533,5.5x
4907534,6.04x
4907535,2.04x
4907536,1.57x
4907537,1.05x
4907538,1.32x
4907539,88.17x
4907540,62.97x
4907541,1.39x
4907542,1.6x
4907543,1.29x
4907544,1.81x
4907545,3.38x
4907546,1.42x
4907547,1.91x
4907548,1.32x
4907549,10.51x
4907550,1.8x
4907551,3.45x
4907552,3.05x
4907553,3.15x
4907554,5.04x
4907555,1.41x
4907556,2.82x
4907557,67.37x
4907558,1.31x
4907559,3.27x
4907560,1.85x
4907561,11.27x
4907562,3.54x
4907563,1.64x
4907564,1.8x
4907565,1.72x
4907566,2.27x
4907567,1x
4907568,1.01x
4907569,1.47x
4907570,1.18x
4907571,1.13x
4907572,2.71x
4907573,2.98x
4907574,1.65x
4907575,1.5x
4907576,2.98x
4907577,1.04x
4907578,1.15x
4907579,1.66x
4907580,2.47x
4907581,3.04x
4907582,3.07x
4907583,1.13x
4907584,1.59x
4907585,1.16x
4907586,1.23x
4907587,2.52x
4907588,1.24x
4907589,1.51x
4907590,2.13x
4907591,2.18x
4907592,5x
4907593,8.25x
4907594,1x
4907595,1.13x
4907596,1.01x
4907597,1.01x
4907598,14.17x
4907599,4.14x
4907600,1.13x
4907601,1.68x
4907602,5.61x
4907603,1.14x
4907604,2.27x
4907605,6.64x
4907606,1.93x
4907607,2.06x
4907608,1.93x
4907609,1.4x
4907610,1x
4907611,3.36x
4907612,1.68x
4907613,18.14x
4907614,1.22x
4907615,22.17x
4907616,1.61x
4907617,1.7x
4907618,2.45x
4907619,2.19x
4907620,2.25x
4907621,3.32x
4907622,1.1x
4907623,17.41x
4907624,2.34x
4907625,1.04x
4907626,13.24x
4907627,16.61x
4907628,6.11x
4907629,1.96x
4907630,4.06x
4907631,2.07x
4907632,1.46x
4907633,50.1x
4907634,6.13x
4907635,1.35x
4907636,2.42x
4907637,3.07x
4907638,1.65x
4907639,1.09x
4907640,1.07x
4907641,2.17x
4907642,1.13x
4907643,1.74x
4907644,1.02x
4907645,2.24x
4907646,1.77x
4907647,11.99x
4907648,1.31x
4907649,1.51x
4907650,71.26x
4907651,1x
4907652,1.85x
4907653,3.19x
4907654,2.46x
4907655,1.22x
4907656,1.32x
4907657,2.58x
4907658,6.51x
4907659,4.18x
4907660,7.88x
4907661,1.38x
4907662,1.8x
4907663,1.65x
4907664,3.91x
4907665,2.2x
4907666,2.09x
4907667,2.94x
4907668,2.37x
4907669,2.93x
4907670,1.01x
4907671,2.26x
4907672,2.16x
4907673,1.88x
4907674,1.07x
4907675,1.33x
4907676,1.44x
4907677,1.09x
4907678,1.93x
4907679,8.04x
4907680,1.32x
4907681,2.32x
4907682,3x
4907683,1.58x
4907684,2.08x
4907685,3.01x
4907686,1x
4907687,7.75x
4907688,3.9x
4907689,2.19x
4907690,1.11x
4907691,13.77x
4907692,1.49x
4907693,1.31x
4907694,1.08x
4907695,2.68x
4907696,1.47x
4907697,4.48x
4907698,1.81x
4907699,1.83x
4907700,7.95x
4907701,2.74x
4907702,2.31x
4907703,1.16x
4907704,1.34x
4907705,1.25x
4907706,1.52x
4907707,9.09x
4907708,2.01x
4907709,1.05x
4907710,2.39x
4907711,1.76x
4907712,1.17x
4907713,2.15x
4907714,1.49x
4907715,659.57x
4907716,2.24x
4907717,1x
4907718,1.06x
4907719,2.46x
4907720,1.24x
4907721,2.43x
4907722,4.73x
4907723,3.79x
4907724,1.32x
4907725,1.78x
4907726,3.11x
4907727,1.08x
4907728,1.13x
4907729,2.87x
4907730,3.71x
4907731,3.62x
4907732,7.46x
4907733,3.22x
4907734,1.16x
4907735,3.45x
4907736,1.73x
4907737,1.08x
4907738,3.81x
4907739,1.15x
4907740,1.41x
4907741,2x
4907742,7.11x
4907743,1.07x
4907744,3.51x
4907745,1.27x
4907746,1.25x
4907747,2.61x
4907748,4.67x
4907749,7.39x
4907750,2.96x
4907751,12.4x
4907752,1.12x
4907753,1.06x
4907754,5.08x
4907755,3.04x
4907756,5.35x
4907757,1.16x
4907758,5.94x
4907759,3.76x
4907760,4.06x
4907761,11.26x
4907762,4.84x
4907763,1.89x
4907764,2.35x
4907765,5.8x
4907766,1.56x
4907767,1.18x
4907768,1.79x
4907769,1.35x
4907770,1.37x
4907771,1.63x
4907772,2.25x
4907773,1.25x
4907774,1.26x
4907775,1.2x
4907776,1.56x
4907777,1.7x
4907778,2.13x
4907779,2.1x
4907780,3.2x
4907781,50.3x
4907782,1.49x
4907783,5.71x
4907784,1.26x
4907785,2.51x
4907786,5.11x
4907787,3.2x
4907788,1.79x
4907789,1.29x
4907790,4.94x
4907791,41.08x
4907792,1.2x
4907793,6.55x
4907794,1.54x
4907795,4.75x
4907796,1x
4907797,4.26x
4907798,2.17x
4907799,2.56x
4907800,2.41x
4907801,1.42x
4907802,5.87x
4907803,1.22x
4907804,4.42x
4907805,1.1x
4907806,3x
4907807,23.15x
4907808,1.24x
4907809,2.77x
4907810,1.49x
4907811,1.32x
4907812,1.52x
4907813,1.05x
4907814,1.95x
4907815,2.06x
4907816,1.65x
4907817,2.42x
4907818,1.91x
4907819,3.02x
4907820,1.47x
4907821,1.66x
4907822,1.17x
4907823,1.07x
4907824,102.68x
4907825,2.5x
4907826,2.57x
4907827,19.97x
4907828,1.78x
4907829,2.95x
4907830,79.94x
4907831,2.54x
4907832,1.05x
4907833,9.74x
4907834,1.71x
4907835,2.7x
4907836,1.39x
4907837,2.17x
4907838,3.03x
4907839,1.23x
4907840,1.03x
4907841,1.02x
4907842,1.62x
4907843,2.03x
4907844,2.33x
4907845,2.01x
4907846,17.54x
4907847,1.43x
4907848,4.18x
4907849,2.85x
4907850,6.88x
4907851,8.41x
4907852,1.43x
4907853,4.51x
4907854,8.02x
4907855,1.58x
4907856,1.25x
4907857,1.41x
4907858,4.67x
4907859,1.8x
4907860,2.14x
4907861,7.27x
4907862,5.28x
4907863,1.72x
4907864,3.82x
4907865,3.23x
4907866,16.35x
4907867,1.14x
4907868,2.58x
4907869,1.45x
4907870,1.2x
4907871,1.13x
4907872,1.42x
4907873,18.62x
4907874,2.92x
4907875,1.8x
4907876,1.46x
4907877,1.25x
4907878,32.72x
4907879,11.37x
4907880,6.51x
4907881,1.03x
4907882,1.22x
4907883,2.44x
4907884,1.61x
4907885,2.05x
4907886,3.97x
4907887,18.99x
4907888,1.57x
4907889,16.83x
4907890,2.79x
4907891,1.67x
4907892,2.93x
4907893,2.27x
4907894,1.36x
4907895,1x
4907896,1.26x
4907897,1.2x
4907898,8.6x
4907899,187.91x
4907900,8.41x
4907901,5.84x
4907902,14.21x
4907903,2.86x
4907904,1.79x
4907905,1.3x
4907906,8.46x
4907907,2.38x
4907908,2.62x
4907909,2.11x
4907910,1.59x
4907911,4.63x
4907912,8.11x
4907913,8.19x
4907914,1.16x
4907915,9.19x
4907916,5.07x
4907917,1.21x
4907918,5.42x
4907919,1.28x
4907920,2.49x
4907921,2.13x
4907922,1.23x
4907923,3.32x
4907924,3.66x
4907925,1x
4907926,2.45x
4907927,2.87x
4907928,5.1x
4907929,1.85x
4907930,1.03x
4907931,2x
4907932,1.26x
4907933,3.01x
4907934,4.17x
4907935,7.42x
4907936,2.25x
4907937,2.03x
4907938,1.02x
4907939,7.84x
4907940,7.29x
4907941,2.47x
4907942,2.64x
4907943,1.45x
4907944,1.27x
4907945,2.75x
4907946,2.73x
4907947,1.68x
4907948,1.27x
4907949,2.83x
4907950,5.49x
4907951,1.78x
4907952,1.3x
4907953,11.45x
4907954,2.57x
4907955,1.64x
4907956,6.14x
4907957,1.12x
4907958,17.79x
4907959,5.99x
4907960,1.11x
4907961,1.88x
4907962,4.41x
4907963,1.23x
4907964,1.25x
4907965,10.14x
4907966,132.06x
4907967,3.79x
4907968,1.46x
4907969,1.58x
4907970,4.46x
4907971,1x
4907972,1.07x
4907973,1.23x
4907974,1x
4907975,3.49x
4907976,1.72x
4907977,1.36x
4907978,1.07x
4907979,1.35x
4907980,1.41x
4907981,18.36x
4907982,1.25x
4907983,6.72x
4907984,3.78x
4907985,5.65x
4907986,22.86x
4907987,1.68x
4907988,2.17x
4907989,1.77x
4907990,1.13x
4907991,4.35x
4907992,1.39x
4907993,1.05x
4907994,1.35x
4907995,1.13x
4907996,1.12x
4907997,13.21x
4907998,1.7x
4907999,18.51x
4908000,2.02x
4908001,2.41x
4908002,1.7x
4908003,1.06x
4908004,1.24x
4908005,1.11x
4908006,1.15x
4908007,1.58x
4908008,2.15x
4908009,1.66x
4908010,1.02x
4908011,4.73x
4908012,2.27x
4908013,1.35x
4908014,1.8x
4908015,2.08x
4908016,1.04x
4908017,7.51x
4908018,1.43x
4908019,2.33x
4908020,1.56x
4908021,1.15x
4908022,1.64x
4908023,1.11x
4908024,1.36x
4908025,4.19x
4908026,2.75x
4908027,4.47x
4908028,2.06x
4908029,1.58x
4908030,2.56x
4908031,1.28x
4908032,42.15x
4908033,1.92x
4908034,1.79x
4908035,1.23x
4908036,14.98x
4908037,8.37x
4908038,1.11x
4908039,10.57x
4908040,1.35x
4908041,1.9x
4908042,1.05x
4908043,1.47x
4908044,7.88x
4908045,1.48x
4908046,6.23x
4908047,1.81x
4908048,1.54x
4908049,1.31x
4908050,1.07x
4908051,45.05x
4908052,4.84x
4908053,1.22x
4908054,1.1x
4908055,2.82x
4908056,1.21x
4908057,13.98x
4908058,8.1x
4908059,1.46x
4908060,4.27x
4908061,1.99x
4908062,4.87x
4908063,6.24x
4908064,2.91x
4908065,1.3x
4908066,3.53x
4908067,2.7x
4908068,25.18x
4908069,2.16x
4908070,3x
4908071,1.56x
4908072,2.47x
4908073,1.95x
4908074,1.25x
4908075,1.36x
4908076,1.49x
4908077,4.69x
4908078,1.29x
4908079,2.1x
4908080,2.21x
4908081,2.13x
4908082,7.83x
4908083,1.52x
4908084,24.17x
4908085,76.23x
4908086,1.21x
4908087,3x
4908088,3.77x
4908089,3.06x
4908090,2.99x
4908091,2.35x
4908092,5.78x
4908093,1.05x
4908094,1.29x
4908095,5.3x
4908096,7.62x
4908097,2.74x
4908098,1.58x
4908099,2.23x
4908100,2.13x
4908101,5.35x
4908102,1.88x
4908103,2.21x
4908104,1.11x
4908105,4.8x
4908106,1.87x
4908107,75.86x
4908108,1.66x
4908109,1.09x
4908110,1.28x
4908111,4.23x
4908112,7.14x
4908113,2.57x
4908114,741.9x
4908115,2.24x
4908116,2.97x
4908117,2.61x
4908118,1.56x
4908119,1.19x
4908120,1.25x
4908121,2.55x
4908122,1x
